id	modified	bibliographicCitation	references	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	occurrenceStatus	preparations	associatedOccurrences	associatedReferences	otherCatalogNumbers	occurrenceRemarks	organismID	materialSampleID	eventID	fieldNumber	eventDate	eventTime	year	month	verbatimEventDate	samplingProtocol	sampleSizeValue	sampleSizeUnit	waterBody	country	stateProvince	county	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	footprintWKT	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationRemarks	scientificNameID	taxonConceptID	scientificName	kingdom	phylum	class	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	vernacularName
585	2019-01-02T15:19:14			SharkBase	SharkBase	HumanObservation	585					1	individuals			present										2013-05-23 23:05:00															-27.5277	32.6849	100	0.0009	POINT (32.68490 -27.52770)							urn:lsid:marinespecies.org:taxname:105769		Rhinobatos	Animalia	Chordata		Rhinobatidae	Rhinobatos				genus		
586	2019-01-02T15:19:14			SharkBase	SharkBase	HumanObservation	586					1	individuals			present										2014-06-17 23:06:00															-27.5259	32.6865	100	0.0009	POINT (32.68645 -27.52590)							urn:lsid:marinespecies.org:taxname:105769		Rhinobatos	Animalia	Chordata		Rhinobatidae	Rhinobatos				genus		
587	2019-01-02T15:19:14			SharkBase	SharkBase	HumanObservation	587					1	individuals			present										2010-08-29 23:08:00															-8.75461	115.453	100	0.0009	POINT (115.45276 -8.75461)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
588	2019-01-02T15:19:14			SharkBase	SharkBase	HumanObservation	588					1	individuals			present										2010-08-08 23:08:00															-8.53271	115.511	100	0.0009	POINT (115.51066 -8.53271)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
589	2019-01-02T15:19:14			SharkBase	SharkBase	HumanObservation	589					1	individuals			present										2015-05-30 23:05:00									Australia	Western Australia					-31.9885	115.536	100	0.0009	POINT (115.53599 -31.98846)							urn:lsid:marinespecies.org:taxname:283061		Trygonoptera ovalis	Animalia	Chordata		Urolophidae	Trygonoptera				species		
59	2019-01-02T15:19:14			SharkBase	SharkBase	HumanObservation	59					1	individuals			present										2015-03-09 00:03:00															36.6889	-121.813	100	0.0009	POINT (-121.81311 36.68892)							urn:lsid:marinespecies.org:taxname:105838		Carcharodon carcharias	Animalia	Chordata		Lamnidae	Carcharodon				Species		
590	2019-01-02T15:19:14			SharkBase	SharkBase	HumanObservation	590					1	individuals			present										2015-05-10 23:05:00									Australia	Western Australia					-23.1346	113.766	100	0.0009	POINT (113.76623 -23.13459)							urn:lsid:marinespecies.org:taxname:1382142		Neotrygon australiae	Animalia	Chordata		Dasyatidae	Neotrygon				species		
592	2019-01-02T15:19:14			SharkBase	SharkBase	HumanObservation	592					1	individuals			present										2013-09-02 23:09:00															32.8526	-117.263	100	0.0009	POINT (-117.26313 32.85257)							urn:lsid:marinespecies.org:taxname:105820		Galeorhinus galeus	Animalia	Chordata		Triakidae	Galeorhinus				Species		
594	2019-01-02T15:19:14			SharkBase	SharkBase	HumanObservation	594					1	individuals			present										2015-06-01 23:06:00															39.5764	-74.1701	100	0.0009	POINT (-74.17013 39.57640)							urn:lsid:marinespecies.org:taxname:105838		Carcharodon carcharias	Animalia	Chordata		Lamnidae	Carcharodon				Species		
242	2019-01-02T15:18:41			SharkBase	SharkBase	HumanObservation	242					1	individuals			present										2013-02-21 00:02:00															10.0653	99.8322	100	0.0009	POINT (99.83215 10.06525)							urn:lsid:marinespecies.org:taxname:105795		Carcharhinus melanopterus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
224	2019-01-02T15:18:40			SharkBase	SharkBase	HumanObservation	224					1	individuals			present										2013-05-10 23:05:00									Bahamas						25.06	-77.345	100	0.0009	POINT (-77.34500 25.06000)							urn:lsid:marinespecies.org:taxname:105719		Carcharhinus	Animalia	Chordata		Carcharhinidae	Carcharhinus				genus		
225	2019-01-02T15:18:40			SharkBase	SharkBase	HumanObservation	225					1	individuals			present										2013-05-06 23:05:00									Bahamas						25.06	-77.345	100	0.0009	POINT (-77.34500 25.06000)							urn:lsid:marinespecies.org:taxname:105793		Carcharhinus limbatus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
238	2019-01-02T15:18:41			SharkBase	SharkBase	HumanObservation	238					1	individuals			present										2014-11-27 00:11:00									Cayman Islands						19.3133	-81.2546	100	0.0009	POINT (-81.25460 19.31330)							urn:lsid:marinespecies.org:taxname:278243		Aetobatus ocellatus	Animalia	Chordata		Myliobatidae	Aetobatus						
244	2019-01-02T15:18:41			SharkBase	SharkBase	HumanObservation	244					1	individuals			present										2015-04-16 23:04:00									Virgin Islands, U.S.						18.3354	-64.9534	100	0.0009	POINT (-64.95340 18.33536)							urn:lsid:marinespecies.org:taxname:105795		Carcharhinus melanopterus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
245	2019-01-02T15:18:41			SharkBase	SharkBase	HumanObservation	245					1	individuals			present										2014-09-06 23:09:00									Australia	Western Australia					-20.6375	117.192	100	0.0009	POINT (117.19164 -20.63749)							urn:lsid:marinespecies.org:taxname:105817		Sphyrna mokarran	Animalia	Chordata		Sphyrnidae	Sphyrna				Species	(Rüppell, 1837)	Great hammerhead
246	2019-01-02T15:18:41			SharkBase	SharkBase	HumanObservation	246					1	individuals			present										2015-04-17 23:04:00									Australia	New South Wales					-34.4649	150.944	100	0.0009	POINT (150.94432 -34.46485)							urn:lsid:marinespecies.org:taxname:276699		Heterodontus portusjacksoni	Animalia	Chordata		Heterodontidae	Heterodontus				Species		
247	2019-01-02T15:18:41			SharkBase	SharkBase	HumanObservation	247					1	individuals			present										2015-04-17 23:04:00									Australia	New South Wales					-34.4651	150.94501	100	0.0009	POINT (150.94456 -34.46511)							urn:lsid:marinespecies.org:taxname:281932		Orectolobus ornatus	Animalia	Chordata		Orectolobidae	Orectolobus				Species		
248	2019-01-02T15:18:41			SharkBase	SharkBase	HumanObservation	248					1	individuals			present										2015-04-17 23:04:00									Australia	New South Wales					-34.4649	150.94501	100	0.0009	POINT (150.94460 -34.46491)							urn:lsid:marinespecies.org:taxname:281932		Orectolobus ornatus	Animalia	Chordata		Orectolobidae	Orectolobus				Species		
249	08/AUG/22			SharkBase	SharkBase	HumanObservation	249					1	individuals			present										2015-04-15 23:04:00									United States						26.3483	-81.8515	100	0.0009	POINT (-81.85149 26.34828)							urn:lsid:marinespecies.org:taxname:105792		Carcharhinus leucas	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
254	2019-01-02T15:18:42			SharkBase	SharkBase	HumanObservation	254					1	individuals			present										2015-03-17 00:03:00									Australia	Victoria					-38.3688	144.82201	100	0.0009	POINT (144.82240 -38.36877)							urn:lsid:marinespecies.org:taxname:283064		Trygonorrhina fasciata	Animalia	Chordata		Rhinobatidae	Trygonorrhina				Species	Müller & Henle, 1841	Eastern Fiddler Ray
25	2019-01-02T15:18:41			SharkBase	SharkBase	HumanObservation	25					1	individuals			present										2012-12-10 00:12:00															25.0922	-77.3417	100	0.0009	POINT (-77.34166 25.09222)							urn:lsid:marinespecies.org:taxname:105719		Carcharhinus	Animalia	Chordata		Carcharhinidae	Carcharhinus				genus		
251	2019-01-02T15:18:41			SharkBase	SharkBase	HumanObservation	251					1	individuals			present										2015-04-14 23:04:00															10.0909	99.817	100	0.0009	POINT (99.81705 10.09088)							urn:lsid:marinespecies.org:taxname:105847		Rhincodon typus	Animalia	Chordata		Rhincodontidae	Rhincodon				Species	Smith, 1828	Whale Shark
252	2019-01-02T15:18:42			SharkBase	SharkBase	HumanObservation	252					1	individuals			present										2015-03-17 00:03:00									Australia	Victoria					-38.3688	144.82201	100	0.0009	POINT (144.82240 -38.36877)							urn:lsid:marinespecies.org:taxname:316573		Bathytoshia brevicaudata	Animalia	Chordata		Dasyatidae	Dasyatis				species		Smooth Stingray
255	2019-01-02T15:18:42			SharkBase	SharkBase	HumanObservation	255					1	individuals			present										2015-04-01 00:04:00									Australia	New South Wales					-34.0647	151.15601	100	0.0009	POINT (151.15576 -34.06470)							urn:lsid:marinespecies.org:taxname:105796		Carcharhinus obscurus	Animalia	Chordata		Carcharhinidae	Carcharhinus				species		
256	2019-01-02T15:18:42			SharkBase	SharkBase	HumanObservation	256					1	individuals			present										2015-01-18 00:01:00									Australia	New South Wales					-32.7135	152.158	100	0.0009	POINT (152.15808 -32.71354)							urn:lsid:marinespecies.org:taxname:105838		Carcharodon carcharias	Animalia	Chordata		Lamnidae	Carcharodon				Species		
257	2019-01-02T15:18:42			SharkBase	SharkBase	HumanObservation	257					1	individuals			present										2015-04-13 23:04:00									Australia	Queensland					-24.1108	152.71201	100	0.0009	POINT (152.71157 -24.11085)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
258	2019-01-02T15:18:42			SharkBase	SharkBase	HumanObservation	258					1	individuals			present										2015-03-30 00:03:00															10.0523	125.139	100	0.0009	POINT (125.13927 10.05233)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
259	2019-01-02T15:18:42			SharkBase	SharkBase	HumanObservation	259					1	individuals			present										2015-04-15 23:04:00									Australia	New South Wales					-29.9838	153.228	100	0.0009	POINT (153.22804 -29.98378)							urn:lsid:marinespecies.org:taxname:105838		Carcharodon carcharias	Animalia	Chordata		Lamnidae	Carcharodon				Species		
26	2019-01-02T15:18:42			SharkBase	SharkBase	HumanObservation	26					1	individuals			present										2012-06-01 23:06:00									Australia	Western Australia					-23.128	113.77	100	0.0009	POINT (113.76954 -23.12796)							urn:lsid:marinespecies.org:taxname:105857		Manta birostris	Animalia	Chordata		Mobulidae	Manta				species		
260	2019-01-02T15:18:42			SharkBase	SharkBase	HumanObservation	260					1	individuals			present										2015-03-15 00:03:00									Australia	New South Wales					-33.7995	151.29401	100	0.0009	POINT (151.29402 -33.79952)							urn:lsid:marinespecies.org:taxname:105796		Carcharhinus obscurus	Animalia	Chordata		Carcharhinidae	Carcharhinus				species		
596	2019-01-02T15:19:15			SharkBase	SharkBase	HumanObservation	596					1	individuals			present										2015-06-11 23:06:00									Australia	New South Wales					-33.6541	151.32401	100	0.0009	POINT (151.32435 -33.65410)							urn:lsid:marinespecies.org:taxname:276699		Heterodontus portusjacksoni	Animalia	Chordata		Heterodontidae	Heterodontus				Species		
597	2019-01-02T15:19:15			SharkBase	SharkBase	HumanObservation	597					1	individuals			present										2015-06-11 23:06:00									Australia	New South Wales					-33.6541	151.32401	100	0.0009	POINT (151.32435 -33.65410)							urn:lsid:marinespecies.org:taxname:276699		Heterodontus portusjacksoni	Animalia	Chordata		Heterodontidae	Heterodontus				Species		
599	2019-01-02T15:19:15			SharkBase	SharkBase	HumanObservation	599					1	individuals			present										2012-04-10 23:04:00															-27.521	32.6903	100	0.0009	POINT (32.69030 -27.52100)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
601	2019-01-02T15:19:15			SharkBase	SharkBase	HumanObservation	601					1	individuals			present										2014-08-12 23:08:00															-27.521	32.6903	100	0.0009	POINT (32.69030 -27.52100)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
6	2019-01-02T15:19:15			SharkBase	SharkBase	HumanObservation	6					1	individuals			present										2005-12-09 00:12:00															24.491	-77.7064	100	0.0009	POINT (-77.70643 24.49099)							urn:lsid:marinespecies.org:taxname:105719		Carcharhinus	Animalia	Chordata		Carcharhinidae	Carcharhinus				genus		
60	2019-01-02T15:19:15			SharkBase	SharkBase	HumanObservation	60					1	individuals			present										2014-02-19 00:02:00									Australia	Western Australia					-21.9655	113.941	100	0.0009	POINT (113.94077 -21.96551)							urn:lsid:marinespecies.org:taxname:105795		Carcharhinus melanopterus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
600	2019-01-02T15:19:15			SharkBase	SharkBase	HumanObservation	600					1	individuals			present										2014-08-17 23:08:00															-27.5177	32.6899	100	0.0009	POINT (32.68995 -27.51770)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
602	2019-01-02T15:19:15			SharkBase	SharkBase	HumanObservation	602					1	individuals			present										2015-05-23 23:05:00									Australia	New South Wales					-33.8	151.295	100	0.0009	POINT (151.29519 -33.80003)							urn:lsid:marinespecies.org:taxname:276695		Heterodontus galeatus	Animalia	Chordata		Heterodontidae	Heterodontus				species		
603	2019-01-02T15:19:15			SharkBase	SharkBase	HumanObservation	603					1	individuals			present										2014-07-21 23:07:00															-27.5182	32.6879	100	0.0009	POINT (32.68788 -27.51820)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
604	2019-01-02T15:19:15			SharkBase	SharkBase	HumanObservation	604					1	individuals			present										2014-07-16 23:07:00															-27.521	32.6903	100	0.0009	POINT (32.69030 -27.52100)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
605	2019-01-02T15:19:15			SharkBase	SharkBase	HumanObservation	605					1	individuals			present										2014-07-02 23:07:00															-27.5177	32.6899	100	0.0009	POINT (32.68995 -27.51770)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
606	2019-01-02T15:19:16			SharkBase	SharkBase	HumanObservation	606					1	individuals			present										2014-07-03 23:07:00															-27.4519	32.7121	100	0.0009	POINT (32.71210 -27.45192)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
607	2019-01-02T15:19:16			SharkBase	SharkBase	HumanObservation	607					1	individuals			present										2015-06-12 23:06:00									Australia	New South Wales					-33.4444	151.44901	100	0.0009	POINT (151.44900 -33.44437)							urn:lsid:marinespecies.org:taxname:281932		Orectolobus ornatus	Animalia	Chordata		Orectolobidae	Orectolobus				Species		
61	2019-01-02T15:19:16			SharkBase	SharkBase	HumanObservation	61					1	individuals			present										2014-02-18 00:02:00									Australia	Western Australia					-21.8593	114.162	100	0.0009	POINT (114.16186 -21.85934)							urn:lsid:marinespecies.org:taxname:105795		Carcharhinus melanopterus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
612	2019-01-02T15:19:16			SharkBase	SharkBase	HumanObservation	612					1	individuals			present										2015-05-29 23:05:00									Australia	New South Wales					-33.7994	151.293	100	0.0009	POINT (151.29287 -33.79941)							urn:lsid:marinespecies.org:taxname:281931		Orectolobus maculatus	Animalia	Chordata		Orectolobidae	Orectolobus				species		
613	2019-01-02T15:19:16			SharkBase	SharkBase	HumanObservation	613					1	individuals			present										2015-05-29 23:05:00									Australia	New South Wales					-33.7997	151.293	100	0.0009	POINT (151.29348 -33.79972)							urn:lsid:marinespecies.org:taxname:283064		Trygonorrhina fasciata	Animalia	Chordata		Rhinobatidae	Trygonorrhina				Species	Müller & Henle, 1841	Eastern Fiddler Ray
614	2019-01-02T15:19:16			SharkBase	SharkBase	HumanObservation	614					1	individuals			present										2014-06-25 23:06:00															-27.5319	32.7082	100	0.0009	POINT (32.70816 -27.53189)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
619	2019-01-02T15:19:16			SharkBase	SharkBase	HumanObservation	619					1	individuals			present										2015-05-30 23:05:00															-27.5177	32.6899	100	0.0009	POINT (32.68995 -27.51770)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
62	2019-01-02T15:19:16			SharkBase	SharkBase	HumanObservation	62					1	individuals			present										2012-03-31 00:03:00									Australia	Western Australia					-32.0897	115.754	100	0.0009	POINT (115.75367 -32.08969)							urn:lsid:marinespecies.org:taxname:283062		Trygonoptera personata	Animalia	Chordata		Urolophidae	Trygonoptera				species		
621	2019-01-02T15:19:16			SharkBase	SharkBase	HumanObservation	621					1	individuals			present										2014-06-22 23:06:00															-27.4519	32.7121	100	0.0009	POINT (32.71210 -27.45192)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
622	2019-01-02T15:19:16			SharkBase	SharkBase	HumanObservation	622					1	individuals			present										2014-04-30 23:04:00															-27.5277	32.6849	100	0.0009	POINT (32.68490 -27.52770)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
623	2019-01-02T15:19:16			SharkBase	SharkBase	HumanObservation	623					1	individuals			present										2014-04-28 23:04:00															-27.4522	32.7115	100	0.0009	POINT (32.71150 -27.45215)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
266	2019-01-02T15:18:43			SharkBase	SharkBase	HumanObservation	266					1	individuals			present										2015-03-11 00:03:00															23.5456	-75.8148	100	0.0009	POINT (-75.81479 23.54561)							urn:lsid:marinespecies.org:taxname:105719		Carcharhinus	Animalia	Chordata		Carcharhinidae	Carcharhinus				genus		
261	2019-01-02T15:18:42			SharkBase	SharkBase	HumanObservation	261					1	individuals			present										2015-04-05 23:04:00									Australia	New South Wales					-33.7991	151.29401	100	0.0009	POINT (151.29436 -33.79909)							urn:lsid:marinespecies.org:taxname:283064		Trygonorrhina fasciata	Animalia	Chordata		Rhinobatidae	Trygonorrhina				Species	Müller & Henle, 1841	Eastern Fiddler Ray
263	2019-01-02T15:18:42			SharkBase	SharkBase	HumanObservation	263					1	individuals			present										2015-04-24 23:04:00									Australia	South Australia					-34.8887	135.77	100	0.0009	POINT (135.76957 -34.88868)							urn:lsid:marinespecies.org:taxname:105838		Carcharodon carcharias	Animalia	Chordata		Lamnidae	Carcharodon				Species		
264	2019-01-02T15:18:42			SharkBase	SharkBase	HumanObservation	264					1	individuals			present										2015-04-16 23:04:00									Australia	New South Wales					-37.5031	149.979	100	0.0009	POINT (149.97934 -37.50313)							urn:lsid:marinespecies.org:taxname:217341		Carcharhinus brachyurus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
268	2019-01-02T15:18:43			SharkBase	SharkBase	HumanObservation	268					1	individuals			present										2015-03-09 00:03:00															24.9354	-76.2424	100	0.0009	POINT (-76.24239 24.93537)							urn:lsid:marinespecies.org:taxname:105719		Carcharhinus	Animalia	Chordata		Carcharhinidae	Carcharhinus				genus		
271	2019-01-02T15:18:43			SharkBase	SharkBase	HumanObservation	271					1	individuals			present										2015-03-12 00:03:00															24.9906	-77.3532	100	0.0009	POINT (-77.35323 24.99064)							urn:lsid:marinespecies.org:taxname:105719		Carcharhinus	Animalia	Chordata		Carcharhinidae	Carcharhinus				genus		
273	2019-01-02T15:18:43			SharkBase	SharkBase	HumanObservation	273					1	individuals			present										2014-10-11 00:10:00															34.7143	-76.6987	100	0.0009	POINT (-76.69866 34.71430)							urn:lsid:marinespecies.org:taxname:105843		Carcharias taurus	Animalia	Chordata		Odontaspididae	Carcharias				Species		
279	2019-01-02T15:18:43			SharkBase	SharkBase	HumanObservation	279					1	individuals			present										2014-04-18 23:04:00									Australia	Queensland					-16.7581	145.97	100	0.0009	POINT (145.97022 -16.75810)							urn:lsid:marinespecies.org:taxname:105795		Carcharhinus melanopterus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
274	2019-01-02T15:18:43			SharkBase	SharkBase	HumanObservation	274					1	individuals			present										2014-10-11 00:10:00									United States						34.7229	-76.6987	100	0.0009	POINT (-76.69866 34.72294)							urn:lsid:marinespecies.org:taxname:105797		Carcharhinus plumbeus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
275	2019-01-02T15:18:43			SharkBase	SharkBase	HumanObservation	275					1	individuals			present										2015-01-29 00:01:00															27.5734	34.3557	100	0.0009	POINT (34.35573 27.57341)							urn:lsid:marinespecies.org:taxname:217337		Carcharhinus amblyrhynchos	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species	(Bleeker, 1856)	Grey Reef Shark
276	2019-01-02T15:18:43			SharkBase	SharkBase	HumanObservation	276					1	individuals			present										2015-03-25 00:03:00									Australia	Victoria					-38.3345	144.745	100	0.0009	POINT (144.74547 -38.33449)							urn:lsid:marinespecies.org:taxname:105839		Isurus oxyrinchus	Animalia	Chordata		Lamnidae	Isurus				Species		
28	2019-01-02T15:18:43			SharkBase	SharkBase	HumanObservation	28					1	individuals			present										2015-03-11 00:03:00									Australia	Western Australia					-23.1556	113.755	100	0.0009	POINT (113.75469 -23.15555)							urn:lsid:marinespecies.org:taxname:105799		Galeocerdo cuvier	Animalia	Chordata		Carcharhinidae	Galeocerdo				Species	(Péron & Lesueur, 1822)	Tiger Shark
280	2019-01-02T15:18:43			SharkBase	SharkBase	HumanObservation	280					1	individuals			present										2015-02-03 00:02:00															11.3103	124.191	100	0.0009	POINT (124.19083 11.31028)							urn:lsid:marinespecies.org:taxname:220019		Alopias pelagicus	Animalia	Chordata		Alopiidae	Alopias				Species		
281	2019-01-02T15:18:44			SharkBase	SharkBase	HumanObservation	281					1	individuals			present										2015-02-03 00:02:00															11.3103	124.191	100	0.0009	POINT (124.19083 11.31028)							urn:lsid:marinespecies.org:taxname:220019		Alopias pelagicus	Animalia	Chordata		Alopiidae	Alopias				Species		
282	19/AUG/22			SharkBase	SharkBase	HumanObservation	282					1	individuals			present										2015-04-28 23:04:00									Australia	Queensland					-19.2397	146.808	100	0.0009	POINT (146.80762 -19.23969)							urn:lsid:marinespecies.org:taxname:105816		Sphyrna lewini	Animalia	Chordata		Sphyrnidae	Sphyrna				Species	(Griffith & Smith, 1834)	Scalloped hammerhead
283	2019-01-02T15:18:44			SharkBase	SharkBase	HumanObservation	283					1	individuals			present										2015-04-15 23:04:00									Australia	New South Wales					-33.8	151.295	100	0.0009	POINT (151.29458 -33.79999)							urn:lsid:marinespecies.org:taxname:281931		Orectolobus maculatus	Animalia	Chordata		Orectolobidae	Orectolobus				species		
284	2019-01-02T15:18:44			SharkBase	SharkBase	HumanObservation	284					1	individuals			present										2015-04-08 23:04:00									Australia	New South Wales					-33.8	151.295	100	0.0009	POINT (151.29458 -33.79999)							urn:lsid:marinespecies.org:taxname:105796		Carcharhinus obscurus	Animalia	Chordata		Carcharhinidae	Carcharhinus				species		
285	2019-01-02T15:18:44			SharkBase	SharkBase	HumanObservation	285					1	individuals			present										2015-03-29 00:03:00									Australia	Australian Capital Territory					-35.1188	150.769	100	0.0009	POINT (150.76937 -35.11878)							urn:lsid:marinespecies.org:taxname:298163		Eucrossorhinus dasypogon	Animalia	Chordata		Orectolobidae	Eucrossorhinus				species		
286	2019-01-02T15:18:44			SharkBase	SharkBase	HumanObservation	286					1	individuals			present										2015-01-16 00:01:00									Australia	New South Wales					-32.9267	151.77901	100	0.0009	POINT (151.77889 -32.92670)							urn:lsid:marinespecies.org:taxname:105838		Carcharodon carcharias	Animalia	Chordata		Lamnidae	Carcharodon				Species		
287	2019-01-02T15:18:44			SharkBase	SharkBase	HumanObservation	287					1	individuals			present										2015-03-07 00:03:00									Australia	New South Wales					-32.4352	152.52901	100	0.0009	POINT (152.52878 -32.43524)							urn:lsid:marinespecies.org:taxname:105838		Carcharodon carcharias	Animalia	Chordata		Lamnidae	Carcharodon				Species		
288	08/AUG/22			SharkBase	SharkBase	HumanObservation	288					1	individuals			present										2014-04-06 23:04:00									Australia	Queensland					-27.6315	153.36501	100	0.0009	POINT (153.36525 -27.63146)							urn:lsid:marinespecies.org:taxname:105792		Carcharhinus leucas	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
626	2019-01-02T15:19:17			SharkBase	SharkBase	HumanObservation	626					1	individuals			present										2014-04-14 23:04:00															-27.4519	32.7121	100	0.0009	POINT (32.71210 -27.45192)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
289	2019-01-02T15:18:44			SharkBase	SharkBase	HumanObservation	289					1	individuals			present										2015-03-29 00:03:00									Australia	Victoria					-38.3334	144.755	100	0.0009	POINT (144.75514 -38.33341)							urn:lsid:marinespecies.org:taxname:217341		Carcharhinus brachyurus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
624	2019-01-02T15:19:17			SharkBase	SharkBase	HumanObservation	624					1	individuals			present										2014-04-22 23:04:00															-27.5177	32.6899	100	0.0009	POINT (32.68995 -27.51770)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
625	2019-01-02T15:19:17			SharkBase	SharkBase	HumanObservation	625					1	individuals			present										2014-04-21 23:04:00															-27.4519	32.7121	100	0.0009	POINT (32.71210 -27.45192)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
627	2019-01-02T15:19:17			SharkBase	SharkBase	HumanObservation	627					1	individuals			present										2014-02-27 00:02:00															-27.5259	32.6854	100	0.0009	POINT (32.68540 -27.52590)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
628	2019-01-02T15:19:17			SharkBase	SharkBase	HumanObservation	628					1	individuals			present										2014-02-18 00:02:00															-27.5197	32.6868	100	0.0009	POINT (32.68680 -27.51970)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
629	2019-01-02T15:19:17			SharkBase	SharkBase	HumanObservation	629					1	individuals			present										2014-01-29 00:01:00															-27.5182	32.6879	100	0.0009	POINT (32.68788 -27.51820)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
633	2019-01-02T15:19:17			SharkBase	SharkBase	HumanObservation	633					1	individuals			present										2014-01-25 00:01:00															-27.5277	32.6849	100	0.0009	POINT (32.68490 -27.52770)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
634	2019-01-02T15:19:17			SharkBase	SharkBase	HumanObservation	634					1	individuals			present										2013-12-23 00:12:00															-27.521	32.6903	100	0.0009	POINT (32.69030 -27.52100)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
635	2019-01-02T15:19:17			SharkBase	SharkBase	HumanObservation	635					1	individuals			present										2015-06-09 23:06:00															26.9349	-80.0648	100	0.0009	POINT (-80.06485 26.93495)							urn:lsid:marinespecies.org:taxname:105721		Negaprion	Animalia	Chordata		Carcharhinidae	Negaprion				genus		
636	08/AUG/22			SharkBase	SharkBase	HumanObservation	636					1	individuals			present										2015-06-09 23:06:00															26.9345	-80.0642	100	0.0009	POINT (-80.06425 26.93449)							urn:lsid:marinespecies.org:taxname:105792		Carcharhinus leucas	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
637	2019-01-02T15:19:17			SharkBase	SharkBase	HumanObservation	637					1	individuals			present										2013-12-20 00:12:00															-27.4519	32.7121	100	0.0009	POINT (32.71210 -27.45192)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
