id	modified	bibliographicCitation	references	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	occurrenceStatus	preparations	associatedOccurrences	associatedReferences	otherCatalogNumbers	occurrenceRemarks	organismID	materialSampleID	eventID	fieldNumber	eventDate	eventTime	year	month	verbatimEventDate	samplingProtocol	sampleSizeValue	sampleSizeUnit	waterBody	country	stateProvince	county	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	footprintWKT	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationRemarks	scientificNameID	taxonConceptID	scientificName	kingdom	phylum	class	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	vernacularName
12	2019-01-02T15:18:32			SharkBase	SharkBase	HumanObservation	12					1	individuals			present										2006-04-19 23:04:00															7.7285	98.7376	100	0.0009	POINT (98.73760 7.72850)							urn:lsid:marinespecies.org:taxname:220032		Stegostoma fasciatum	Animalia	Chordata		Stegostomatidae	Stegostoma				species		
120	2019-01-02T15:18:32			SharkBase	SharkBase	HumanObservation	120					1	individuals			present										2013-08-24 23:08:00															1.37417	-91.8219	100	0.0009	POINT (-91.82194 1.37417)							urn:lsid:marinespecies.org:taxname:105789		Carcharhinus falciformis	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
122	2019-01-02T15:18:32			SharkBase	SharkBase	HumanObservation	122					1	individuals			present										2015-03-29 00:03:00									New Caledonia						-20.5621	164.26199	100	0.0009	POINT (164.26190 -20.56210)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
123	2019-01-02T15:18:32			SharkBase	SharkBase	HumanObservation	123					1	individuals			present										2015-03-22 00:03:00									New Caledonia						-21.6	165.39999	100	0.0009	POINT (165.40000 -21.60000)							urn:lsid:marinespecies.org:taxname:105721		Negaprion	Animalia	Chordata		Carcharhinidae	Negaprion				genus		
124	2019-01-02T15:18:32			SharkBase	SharkBase	HumanObservation	124					1	individuals			present										2015-01-25 00:01:00									New Caledonia						-22.2012	166.44299	100	0.0009	POINT (166.44329 -22.20119)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
125	2019-01-02T15:18:32			SharkBase	SharkBase	HumanObservation	125					1	individuals			present										2015-01-25 00:01:00									New Caledonia						-22.2972	166.29401	100	0.0009	POINT (166.29353 -22.29721)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
127	2019-01-02T15:18:32			SharkBase	SharkBase	HumanObservation	127					1	individuals			present										2015-04-06 23:04:00									Australia	Western Australia					-21.8052	114.116	100	0.0009	POINT (114.11575 -21.80520)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
128	2019-01-02T15:18:32			SharkBase	SharkBase	HumanObservation	128					1	individuals			present										2015-04-06 23:04:00									Australia	Western Australia					-21.8055	114.116	100	0.0009	POINT (114.11568 -21.80552)							urn:lsid:marinespecies.org:taxname:220030		Nebrius ferrugineus	Animalia	Chordata		Ginglymostomatidae	Nebrius				species		
129	2019-01-02T15:18:32			SharkBase	SharkBase	HumanObservation	129					1	individuals			present										2015-03-03 00:03:00									Australia	New South Wales					-28.6118	153.62801	100	0.0009	POINT (153.62828 -28.61180)							urn:lsid:marinespecies.org:taxname:220032		Stegostoma fasciatum	Animalia	Chordata		Stegostomatidae	Stegostoma				species		
13	2019-01-02T15:18:33			SharkBase	SharkBase	HumanObservation	13					1	individuals			present										2014-12-10 00:12:00															24.487	-77.7082	100	0.0009	POINT (-77.70823 24.48705)							urn:lsid:marinespecies.org:taxname:105719		Carcharhinus	Animalia	Chordata		Carcharhinidae	Carcharhinus				genus		
131	2019-01-02T15:18:33			SharkBase	SharkBase	HumanObservation	131					1	individuals			present										2014-04-16 23:04:00									Australia	Western Australia					-23.1413	113.768	100	0.0009	POINT (113.76823 -23.14130)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
133	2019-01-02T15:18:33			SharkBase	SharkBase	HumanObservation	133					1	individuals			present										2002-01-03 00:01:00															-35.3525	150.563	100	0.0009	POINT (150.56325 -35.35250)							urn:lsid:marinespecies.org:taxname:105838		Carcharodon carcharias	Animalia	Chordata		Lamnidae	Carcharodon				Species		
134	2019-01-02T15:18:33			SharkBase	SharkBase	HumanObservation	134					1	individuals			present										2011-12-09 00:12:00									Australia	New South Wales					-35.8587	150.18201	100	0.0009	POINT (150.18249 -35.85872)							urn:lsid:marinespecies.org:taxname:281931		Orectolobus maculatus	Animalia	Chordata		Orectolobidae	Orectolobus				species		
135	2019-01-02T15:18:33			SharkBase	SharkBase	HumanObservation	135					1	individuals			present										2012-03-09 00:03:00									Australia	New South Wales					-35.8597	150.18201	100	0.0009	POINT (150.18240 -35.85970)							urn:lsid:marinespecies.org:taxname:217341		Carcharhinus brachyurus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
136	2019-01-02T15:18:33			SharkBase	SharkBase	HumanObservation	136					1	individuals			present										2010-02-06 00:02:00									Australia	New South Wales					-35.855	150.187	100	0.0009	POINT (150.18729 -35.85497)							urn:lsid:marinespecies.org:taxname:276695		Heterodontus galeatus	Animalia	Chordata		Heterodontidae	Heterodontus				species		
137	2019-01-02T15:18:33			SharkBase	SharkBase	HumanObservation	137					1	individuals			present										2010-02-06 00:02:00									Australia	New South Wales					-35.855	150.187	100	0.0009	POINT (150.18729 -35.85497)							urn:lsid:marinespecies.org:taxname:276695		Heterodontus galeatus	Animalia	Chordata		Heterodontidae	Heterodontus				species		
138	2019-01-02T15:18:33			SharkBase	SharkBase	HumanObservation	138					1	individuals			present										2013-02-11 00:02:00									Australia	South Australia					-35.3286	136.121	100	0.0009	POINT (136.12131 -35.32864)							urn:lsid:marinespecies.org:taxname:105838		Carcharodon carcharias	Animalia	Chordata		Lamnidae	Carcharodon				Species		
139	2019-01-02T15:18:33			SharkBase	SharkBase	HumanObservation	139					1	individuals			present										2014-01-09 00:01:00									Australia	Queensland					-23.442	151.91	100	0.0009	POINT (151.91012 -23.44198)							urn:lsid:marinespecies.org:taxname:105795		Carcharhinus melanopterus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
140	2019-01-02T15:18:34			SharkBase	SharkBase	HumanObservation	140					1	individuals			present										2014-01-09 00:01:00									Australia	Queensland					-23.4428	151.909	100	0.0009	POINT (151.90877 -23.44279)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
141	2019-01-02T15:18:34			SharkBase	SharkBase	HumanObservation	141					1	individuals			present										2014-08-31 23:08:00									Australia	Queensland					-23.4438	151.91299	100	0.0009	POINT (151.91280 -23.44379)							urn:lsid:marinespecies.org:taxname:217356		Negaprion acutidens	Animalia	Chordata		Carcharhinidae	Negaprion				Species		
142	2019-01-02T15:18:34			SharkBase	SharkBase	HumanObservation	142					1	individuals			present										2014-05-07 23:05:00									Maldives						3.59361	72.8829	100	0.0009	POINT (72.88293 3.59361)							urn:lsid:marinespecies.org:taxname:105795		Carcharhinus melanopterus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
509	2019-01-02T15:19:06			SharkBase	SharkBase	HumanObservation	509					1	individuals			present										2015-05-12 23:05:00															-18.4366	178.12801	100	0.0009	POINT (178.12815 -18.43658)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
510	2019-01-02T15:19:06			SharkBase	SharkBase	HumanObservation	510					1	individuals			present										2015-05-12 23:05:00															-18.3784	177.985	100	0.0009	POINT (177.98532 -18.37839)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
511	2019-01-02T15:19:07			SharkBase	SharkBase	HumanObservation	511					1	individuals			present										2015-06-07 23:06:00									Australia	Queensland					-24.1119	152.707	100	0.0009	POINT (152.70743 -24.11191)							urn:lsid:marinespecies.org:taxname:105795		Carcharhinus melanopterus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
512	2019-01-02T15:19:07			SharkBase	SharkBase	HumanObservation	512					1	individuals			present										2015-05-07 23:05:00									Australia	Western Australia					-31.4998	115.583	100	0.0009	POINT (115.58290 -31.49979)							urn:lsid:marinespecies.org:taxname:279781		Asymbolus occiduus	Animalia	Chordata		Scyliorhinidae	Asymbolus				species		
513	2019-01-02T15:19:07			SharkBase	SharkBase	HumanObservation	513					1	individuals			present																			Australia	Western Australia					-32	115.4	100	0.0009	POINT (115.40000 -32.00000)							urn:lsid:marinespecies.org:taxname:105843		Carcharias taurus	Animalia	Chordata		Odontaspididae	Carcharias				Species		
514	2019-01-02T15:19:07			SharkBase	SharkBase	HumanObservation	514					1	individuals			present																			Australia	Western Australia					-22.2	113.8	100	0.0009	POINT (113.80000 -22.20000)							urn:lsid:marinespecies.org:taxname:105847		Rhincodon typus	Animalia	Chordata		Rhincodontidae	Rhincodon				Species	Smith, 1828	Whale Shark
519	2019-01-02T15:19:07			SharkBase	SharkBase	HumanObservation	519					1	individuals			present										2015-05-26 23:05:00															-18.3002	178.01801	100	0.0009	POINT (178.01816 -18.30023)							urn:lsid:marinespecies.org:taxname:217422		Taeniura lymma	Animalia	Chordata		Dasyatidae	Taeniura				species		
516	2019-01-02T15:19:07			SharkBase	SharkBase	HumanObservation	516					1	individuals			present										2012-10-16 00:10:00															25.7333	-79.2729	100	0.0009	POINT (-79.27294 25.73330)							urn:lsid:marinespecies.org:taxname:105719		Carcharhinus	Animalia	Chordata		Carcharhinidae	Carcharhinus				genus		
517	2019-01-02T15:19:07			SharkBase	SharkBase	HumanObservation	517					1	individuals			present										2015-06-08 23:06:00															27.5031	-82.7183	100	0.0009	POINT (-82.71834 27.50308)							urn:lsid:marinespecies.org:taxname:105838		Carcharodon carcharias	Animalia	Chordata		Lamnidae	Carcharodon				Species		
518	08/AUG/22			SharkBase	SharkBase	HumanObservation	518					1	individuals			present										2015-05-26 23:05:00															-18.2985	178.02	100	0.0009	POINT (178.01981 -18.29847)							urn:lsid:marinespecies.org:taxname:105792		Carcharhinus leucas	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
520	08/AUG/22			SharkBase	SharkBase	HumanObservation	520					1	individuals			present										2015-05-26 23:05:00															-18.3003	178.01801	100	0.0009	POINT (178.01760 -18.30030)							urn:lsid:marinespecies.org:taxname:105792		Carcharhinus leucas	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
521	08/AUG/22			SharkBase	SharkBase	HumanObservation	521					1	individuals			present										2015-05-26 23:05:00															-18.3005	178.01801	100	0.0009	POINT (178.01764 -18.30052)							urn:lsid:marinespecies.org:taxname:105792		Carcharhinus leucas	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
522	2019-01-02T15:19:07			SharkBase	SharkBase	HumanObservation	522					1	individuals			present										2015-05-26 23:05:00															-18.295	178.04201	100	0.0009	POINT (178.04223 -18.29501)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
523	2019-01-02T15:19:08			SharkBase	SharkBase	HumanObservation	523					1	individuals			present										2015-05-30 23:05:00															-18.3667	178.19299	100	0.0009	POINT (178.19265 -18.36667)							urn:lsid:marinespecies.org:taxname:217337		Carcharhinus amblyrhynchos	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species	(Bleeker, 1856)	Grey Reef Shark
524	2019-01-02T15:19:08			SharkBase	SharkBase	HumanObservation	524					1	individuals			present										2015-05-30 23:05:00															-18.3659	178.194	100	0.0009	POINT (178.19351 -18.36586)							urn:lsid:marinespecies.org:taxname:217337		Carcharhinus amblyrhynchos	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species	(Bleeker, 1856)	Grey Reef Shark
525	2019-01-02T15:19:08			SharkBase	SharkBase	HumanObservation	525					1	individuals			present										2015-05-30 23:05:00															-18.3659	178.194	100	0.0009	POINT (178.19351 -18.36586)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
526	2019-01-02T15:19:08			SharkBase	SharkBase	HumanObservation	526					1	individuals			present										2015-05-30 23:05:00															-18.3659	178.194	100	0.0009	POINT (178.19351 -18.36586)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
527	2019-01-02T15:19:08			SharkBase	SharkBase	HumanObservation	527					1	individuals			present										2015-05-30 23:05:00															-18.3737	178.192	100	0.0009	POINT (178.19231 -18.37368)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
528	2019-01-02T15:19:08			SharkBase	SharkBase	HumanObservation	528					1	individuals			present										2015-05-30 23:05:00															-18.3737	178.192	100	0.0009	POINT (178.19231 -18.37368)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
529	2019-01-02T15:19:08			SharkBase	SharkBase	HumanObservation	529					1	individuals			present										2015-05-30 23:05:00															-18.3737	178.192	100	0.0009	POINT (178.19231 -18.37368)							urn:lsid:marinespecies.org:taxname:217337		Carcharhinus amblyrhynchos	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species	(Bleeker, 1856)	Grey Reef Shark
531	2019-01-02T15:19:08			SharkBase	SharkBase	HumanObservation	531					1	individuals			present										2015-06-02 23:06:00															-18.4484	178.08099	100	0.0009	POINT (178.08099 -18.44844)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
147	2019-01-02T15:18:34			SharkBase	SharkBase	HumanObservation	147					1	individuals			present										2015-04-10 23:04:00									United States						26.9342	-80.0942	100	0.0009	POINT (-80.09421 26.93422)							urn:lsid:marinespecies.org:taxname:105799		Galeocerdo cuvier	Animalia	Chordata		Carcharhinidae	Galeocerdo				Species	(Péron & Lesueur, 1822)	Tiger Shark
143	2019-01-02T15:18:34			SharkBase	SharkBase	HumanObservation	143					1	individuals			present										2015-04-08 23:04:00									Australia	Queensland					-27.1639	153.368	100	0.0009	POINT (153.36836 -27.16387)							urn:lsid:marinespecies.org:taxname:298163		Eucrossorhinus dasypogon	Animalia	Chordata		Orectolobidae	Eucrossorhinus				species		
145	2019-01-02T15:18:34			SharkBase	SharkBase	HumanObservation	145					1	individuals			present										2015-04-09 23:04:00															-41.277	174.867	100	0.0009	POINT (174.86722 -41.27701)							urn:lsid:marinespecies.org:taxname:105801		Prionace glauca	Animalia	Chordata		Carcharhinidae	Prionace				Species		
146	2019-01-02T15:18:34			SharkBase	SharkBase	HumanObservation	146					1	individuals			present										2015-03-22 00:03:00															9.945	99.99	100	0.0009	POINT (99.99000 9.94500)							urn:lsid:marinespecies.org:taxname:105847		Rhincodon typus	Animalia	Chordata		Rhincodontidae	Rhincodon				Species	Smith, 1828	Whale Shark
148	2019-01-02T15:18:34			SharkBase	SharkBase	HumanObservation	148					1	individuals			present										2015-04-02 00:04:00									Australia	Western Australia					-32.5059	115.684	100	0.0009	POINT (115.68401 -32.50589)							urn:lsid:marinespecies.org:taxname:105817		Sphyrna mokarran	Animalia	Chordata		Sphyrnidae	Sphyrna				Species	(Rüppell, 1837)	Great hammerhead
149	2019-01-02T15:18:34			SharkBase	SharkBase	HumanObservation	149					1	individuals			present										2015-03-08 00:03:00									Australia	Western Australia					-31.8537	115.745	100	0.0009	POINT (115.74490 -31.85374)							urn:lsid:marinespecies.org:taxname:276699		Heterodontus portusjacksoni	Animalia	Chordata		Heterodontidae	Heterodontus				Species		
15	2019-01-02T15:18:34			SharkBase	SharkBase	HumanObservation	15					1	individuals			present										2012-06-01 23:06:00															-22.8414	113.642	100	0.0009	POINT (113.64209 -22.84135)							urn:lsid:marinespecies.org:taxname:105843		Carcharias taurus	Animalia	Chordata		Odontaspididae	Carcharias				Species		
150	2019-01-02T15:18:35			SharkBase	SharkBase	HumanObservation	150					1	individuals			present										2013-06-01 23:06:00									Netherlands Antilles						17.6355	-63.2327	100	0.0009	POINT (-63.23268 17.63546)							urn:lsid:marinespecies.org:taxname:105719		Carcharhinus	Animalia	Chordata		Carcharhinidae	Carcharhinus				genus		
151	2019-01-02T15:18:35			SharkBase	SharkBase	HumanObservation	151					1	individuals			present										2015-03-08 00:03:00									Australia	Western Australia					-31.8441	115.745	100	0.0009	POINT (115.74478 -31.84406)							urn:lsid:marinespecies.org:taxname:276699		Heterodontus portusjacksoni	Animalia	Chordata		Heterodontidae	Heterodontus				Species		
152	2019-01-02T15:18:35			SharkBase	SharkBase	HumanObservation	152					1	individuals			present										2013-11-21 00:11:00									Australia	Western Australia					-31.6093	115.64	100	0.0009	POINT (115.63966 -31.60928)							urn:lsid:marinespecies.org:taxname:276699		Heterodontus portusjacksoni	Animalia	Chordata		Heterodontidae	Heterodontus				Species		
153	2019-01-02T15:18:35			SharkBase	SharkBase	HumanObservation	153					1	individuals			present										2015-04-10 23:04:00									United States Minor Outlying Islands						5.8885	-162.07899	100	0.0009	POINT (-162.07867 5.88850)							urn:lsid:marinespecies.org:taxname:105795		Carcharhinus melanopterus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
158	2019-01-02T15:18:35			SharkBase	SharkBase	HumanObservation	158					1	individuals			present										2015-03-16 00:03:00									Mexico						19.313	-110.805	100	0.0009	POINT (-110.80524 19.31297)							urn:lsid:marinespecies.org:taxname:105789		Carcharhinus falciformis	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
154	2019-01-02T15:18:35			SharkBase	SharkBase	HumanObservation	154					1	individuals			present										2015-04-07 23:04:00									Australia	Western Australia					-32.1286	115.755	100	0.0009	POINT (115.75499 -32.12856)							urn:lsid:marinespecies.org:taxname:276699		Heterodontus portusjacksoni	Animalia	Chordata		Heterodontidae	Heterodontus				Species		
156	2019-01-02T15:18:35			SharkBase	SharkBase	HumanObservation	156					1	individuals			present										2013-01-05 00:01:00															33.4	-118	100	0.0009	POINT (-118.00000 33.40000)							urn:lsid:marinespecies.org:taxname:105801		Prionace glauca	Animalia	Chordata		Carcharhinidae	Prionace				Species		
157	2019-01-02T15:18:35			SharkBase	SharkBase	HumanObservation	157					1	individuals			present										2014-03-22 00:03:00															19.0007	-112.067	100	0.0009	POINT (-112.06701 19.00067)							urn:lsid:marinespecies.org:taxname:105847		Rhincodon typus	Animalia	Chordata		Rhincodontidae	Rhincodon				Species	Smith, 1828	Whale Shark
159	2019-01-02T15:18:35			SharkBase	SharkBase	HumanObservation	159					1	individuals			present										2015-04-12 23:04:00									Australia	Western Australia					-31.8631	115.751	100	0.0009	POINT (115.75080 -31.86313)							urn:lsid:marinespecies.org:taxname:276699		Heterodontus portusjacksoni	Animalia	Chordata		Heterodontidae	Heterodontus				Species		
16	2019-01-02T15:18:36			SharkBase	SharkBase	HumanObservation	16					1	individuals			present										2013-01-23 00:01:00									Australia	Western Australia					-23.1346	113.767	100	0.0009	POINT (113.76731 -23.13455)							urn:lsid:marinespecies.org:taxname:105799		Galeocerdo cuvier	Animalia	Chordata		Carcharhinidae	Galeocerdo				Species	(Péron & Lesueur, 1822)	Tiger Shark
160	2019-01-02T15:18:36			SharkBase	SharkBase	HumanObservation	160					1	individuals			present										2014-05-03 23:05:00															-34.151	22.1195	100	0.0009	POINT (22.11946 -34.15099)							urn:lsid:marinespecies.org:taxname:105838		Carcharodon carcharias	Animalia	Chordata		Lamnidae	Carcharodon				Species		
163	2019-01-02T15:18:36			SharkBase	SharkBase	HumanObservation	163					1	individuals			present										2014-07-06 23:07:00															-30.2442	30.8269	100	0.0009	POINT (30.82692 -30.24420)							urn:lsid:marinespecies.org:taxname:105793		Carcharhinus limbatus	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species		
164	2019-01-02T15:18:36			SharkBase	SharkBase	HumanObservation	164					1	individuals			present										2014-06-06 23:06:00															-30.2442	30.8269	100	0.0009	POINT (30.82692 -30.24420)							urn:lsid:marinespecies.org:taxname:105843		Carcharias taurus	Animalia	Chordata		Odontaspididae	Carcharias				Species		
165	2019-01-02T15:18:36			SharkBase	SharkBase	HumanObservation	165					1	individuals			present										2011-10-15 00:10:00									Canada						44.6915	-63.1203	100	0.0009	POINT (-63.12033 44.69152)							urn:lsid:marinespecies.org:taxname:105801		Prionace glauca	Animalia	Chordata		Carcharhinidae	Prionace				Species		
532	2019-01-02T15:19:08			SharkBase	SharkBase	HumanObservation	532					1	individuals			present										2015-06-02 23:06:00															-18.4484	178.08099	100	0.0009	POINT (178.08099 -18.44844)							urn:lsid:marinespecies.org:taxname:217337		Carcharhinus amblyrhynchos	Animalia	Chordata		Carcharhinidae	Carcharhinus				Species	(Bleeker, 1856)	Grey Reef Shark
533	2019-01-02T15:19:08			SharkBase	SharkBase	HumanObservation	533					1	individuals			present										2015-06-02 23:06:00															-18.4261	178.08501	100	0.0009	POINT (178.08536 -18.42605)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
534	2019-01-02T15:19:09			SharkBase	SharkBase	HumanObservation	534					1	individuals			present										2015-06-02 23:06:00															-18.4261	178.08501	100	0.0009	POINT (178.08536 -18.42605)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
535	2019-01-02T15:19:09			SharkBase	SharkBase	HumanObservation	535					1	individuals			present										2015-06-02 23:06:00															-18.4261	178.08501	100	0.0009	POINT (178.08536 -18.42605)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
539	2019-01-02T15:19:09			SharkBase	SharkBase	HumanObservation	539					1	individuals			present										2015-06-02 23:06:00															-18.4261	178.08501	100	0.0009	POINT (178.08536 -18.42605)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
536	2019-01-02T15:19:09			SharkBase	SharkBase	HumanObservation	536					1	individuals			present										2015-06-02 23:06:00															-18.4261	178.08501	100	0.0009	POINT (178.08536 -18.42605)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
537	2019-01-02T15:19:09			SharkBase	SharkBase	HumanObservation	537					1	individuals			present										2015-06-02 23:06:00															-18.4261	178.08501	100	0.0009	POINT (178.08536 -18.42605)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
538	2019-01-02T15:19:09			SharkBase	SharkBase	HumanObservation	538					1	individuals			present										2015-06-02 23:06:00															-18.4261	178.08501	100	0.0009	POINT (178.08536 -18.42605)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
540	2019-01-02T15:19:09			SharkBase	SharkBase	HumanObservation	540					1	individuals			present										2015-05-23 23:05:00															-18.4231	178.134	100	0.0009	POINT (178.13424 -18.42307)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
541	2019-01-02T15:19:09			SharkBase	SharkBase	HumanObservation	541					1	individuals			present										2015-05-23 23:05:00															-18.4231	178.134	100	0.0009	POINT (178.13424 -18.42307)							urn:lsid:marinespecies.org:taxname:1382142		Neotrygon australiae	Animalia	Chordata		Dasyatidae	Neotrygon				species		
542	2019-01-02T15:19:09			SharkBase	SharkBase	HumanObservation	542					1	individuals			present										2015-05-23 23:05:00															-18.4231	178.134	100	0.0009	POINT (178.13424 -18.42307)							urn:lsid:marinespecies.org:taxname:1382142		Neotrygon australiae	Animalia	Chordata		Dasyatidae	Neotrygon				species		
543	2019-01-02T15:19:09			SharkBase	SharkBase	HumanObservation	543					1	individuals			present										2015-05-23 23:05:00															-18.4287	178.131	100	0.0009	POINT (178.13081 -18.42873)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
544	2019-01-02T15:19:10			SharkBase	SharkBase	HumanObservation	544					1	individuals			present										2015-05-23 23:05:00															-18.4287	178.131	100	0.0009	POINT (178.13081 -18.42873)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
545	2019-01-02T15:19:10			SharkBase	SharkBase	HumanObservation	545					1	individuals			present										2015-05-23 23:05:00															-18.4287	178.131	100	0.0009	POINT (178.13081 -18.42873)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
546	2019-01-02T15:19:10			SharkBase	SharkBase	HumanObservation	546					1	individuals			present										2015-06-06 23:06:00															-18.4265	178.147	100	0.0009	POINT (178.14716 -18.42653)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
547	2019-01-02T15:19:10			SharkBase	SharkBase	HumanObservation	547					1	individuals			present										2015-05-23 23:05:00															-18.4231	178.134	100	0.0009	POINT (178.13424 -18.42307)							urn:lsid:marinespecies.org:taxname:217424		Urogymnus asperrimus	Animalia	Chordata		Dasyatidae	Urogymnus				Species		
548	2019-01-02T15:19:10			SharkBase	SharkBase	HumanObservation	548					1	individuals			present										2015-06-06 23:06:00															-18.4265	178.147	100	0.0009	POINT (178.14716 -18.42653)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
549	2019-01-02T15:19:10			SharkBase	SharkBase	HumanObservation	549					1	individuals			present										2015-06-06 23:06:00															-18.4265	178.147	100	0.0009	POINT (178.14716 -18.42653)							urn:lsid:marinespecies.org:taxname:1382142		Neotrygon australiae	Animalia	Chordata		Dasyatidae	Neotrygon				species		
55	2019-01-02T15:19:10			SharkBase	SharkBase	HumanObservation	55					1	individuals			present										2010-09-03 23:09:00									Australia	Western Australia					-22.2947	113.822	100	0.0009	POINT (113.82227 -22.29469)							urn:lsid:marinespecies.org:taxname:217356		Negaprion acutidens	Animalia	Chordata		Carcharhinidae	Negaprion				Species		
550	2019-01-02T15:19:10			SharkBase	SharkBase	HumanObservation	550					1	individuals			present										2015-06-06 23:06:00															-18.4365	178.12399	100	0.0009	POINT (178.12364 -18.43647)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
551	2019-01-02T15:19:10			SharkBase	SharkBase	HumanObservation	551					1	individuals			present										2015-06-06 23:06:00															-18.4365	178.12399	100	0.0009	POINT (178.12364 -18.43647)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
169	2019-01-02T15:18:36			SharkBase	SharkBase	HumanObservation	169					1	individuals			present										2013-05-05 23:05:00									Australia	Western Australia					-22.8363	113.801	100	0.0009	POINT (113.80139 -22.83629)							urn:lsid:marinespecies.org:taxname:214557		Triaenodon obesus	Animalia	Chordata		Carcharhinidae	Triaenodon				Species		
